zoo,scientificName,commonName,givenName,gender,dateOfBirth,age,isTransportable
Vale de Santarém,Marmota flaviventris,"Marmot, yellow-bellied",Thomasina,Female,1982-04-19,50,true
Balas,Phasianus colchicus,Ring-necked pheasant,Twyla,Female,1992-04-06,75,false
Songkan,Epicrates cenchria maurus,"Boa, columbian rainbow",Ileane,Female,2023-10-03,79,true
Hantara,Manouria emys,"Tortoise, burmese brown mountain",Irwin,Male,2000-08-05,72,true
Manacsac,Paraxerus cepapi,"Squirrel, smith's bush",Sari,Female,1972-03-20,60,false
Sulak,Mirounga leonina,"Seal, southern elephant",Dixie,Female,2004-05-05,100,false
Kiaranonggeng,Anhinga rufa,African darter,Gaylene,Female,1975-09-19,95,false
Stavanger,Junonia genoveua,Tropical buckeye butterfly,Salomone,Male,1992-10-28,30,true
Guadalupe,Certotrichas paena,Kalahari scrub robin,Tremayne,Male,1988-07-14,9,false
Yuekou,unavailable,Caracara (unidentified),Inessa,Female,1982-03-15,38,false
Daxing,Snycerus caffer,African buffalo,Ollie,Male,1974-10-05,33,true
Norton,Gymnorhina tibicen,Black-backed magpie,Dyana,Female,1996-09-23,74,true
Gongrong,Macropus rufogriseus,Red-necked wallaby,Free,Male,1997-01-22,29,true
Jawhar,Coluber constrictor foxii,"Racer, blue",Frasco,Male,2017-06-08,28,false
Cát Bà,Zosterops pallidus,Pale white-eye,Maurise,Male,1978-01-21,12,true
Banjarejo,Alligator mississippiensis,"Alligator, american",Shawn,Male,2018-10-27,91,true
Las Garcitas,Cebus apella,"Capuchin, brown",Torre,Male,1988-04-29,86,true
Dongfeng,Catharacta skua,Great skua,Garreth,Male,1988-11-14,26,false
Mazatenango,Lybius torquatus,"Barbet, black-collared",Janifer,Female,1977-08-18,84,true
Jūybār,Gyps fulvus,Griffon vulture,Susannah,Female,1985-11-09,13,false
Areado,Alcelaphus buselaphus caama,Red hartebeest,Gaby,Male,2019-02-10,29,true
Rogowo,Lycaon pictus,African wild dog,Sean,Male,1976-10-16,49,true
Warwick,Cervus canadensis,"Wapiti, elk,",Marianna,Female,1995-12-18,60,false
Bulnes,Spermophilus armatus,"Squirrel, uinta ground",Sanderson,Male,2017-03-22,49,true
Barroco,Morelia spilotes variegata,Carpet snake,Gilemette,Female,1986-07-11,21,true
Jangas,Choloepus hoffmani,"Sloth, two-toed",Katya,Genderfluid,1993-09-09,100,true
Honghualiangzi,Hyaena brunnea,"Hyena, brown",Bibbie,Female,2015-03-18,52,false
Tarata,Amblyrhynchus cristatus,"Iguana, marine",Robbie,Male,1975-09-25,95,false
Banhā,Milvago chimachima,Yellow-headed caracara,Colin,Male,1997-11-19,56,true
Ligonggang,Alcelaphus buselaphus cokii,Coke's hartebeest,Boyce,Male,1991-07-01,72,true
Vicuña,Odocoilenaus virginianus,"Deer, white-tailed",Reggy,Male,1984-03-09,47,true
Qeshm,Ursus maritimus,Polar bear,Etheline,Female,1987-12-05,75,true
Caldas das Taipas,Papio cynocephalus,"Baboon, olive",Chickie,Female,2022-06-15,85,true
Villa Altagracia,Dasyurus maculatus,"Quoll, spotted-tailed",Sandra,Female,1985-05-14,49,true
Cuiabá,Dolichitus patagonum,Mara,Vlad,Male,2018-12-23,69,false
Fengren,Zalophus californicus,"Lion, galapagos sea",Ellyn,Female,1996-10-04,86,false
Komorní Lhotka,Phalaropus lobatus,Red-necked phalarope,Bruce,Male,1988-06-26,15,true
Jing’an,Psittacula krameri,Rose-ringed parakeet,Fredek,Male,2003-10-31,22,false
Robonkon,Tursiops truncatus,Bottle-nose dolphin,Celia,Female,1997-01-28,3,false
Kostopil’,Castor fiber,European beaver,Poul,Male,2001-07-18,7,true
Vlachovo Březí,Cygnus buccinator,"Swan, trumpeter",Jannelle,Agender,2000-12-07,11,false
Arnaía,Nannopterum harrisi,"Cormorant, flightless",Zacharia,Male,1989-04-01,95,false
Waldbillig,Eudyptula minor,Fairy penguin,Marj,Female,1993-04-20,53,true
As Sālimīyah,Junonia genoveua,Genoveva,Honor,Female,2005-09-08,90,true
Tuanjie,unavailable,Ant (unidentified),Marshal,Male,2015-04-18,97,true
Sukarame,Varanus salvator,Two-banded monitor,Clementine,Female,1973-02-04,49,false
Delicias,Loris tardigratus,"Loris, slender",Holly-anne,Female,2002-06-05,38,false
Mukařov,Himantopus himantopus,Black-winged stilt,Kacey,Bigender,1991-04-23,1,false
Okpo,Leptoptilus dubius,"Stork, greater adjutant",Arther,Non-binary,2018-05-02,95,false
Szombathely,Gopherus agassizii,"Tortoise, desert",Sollie,Male,1989-11-06,9,true
Yangiyŭl,Eudyptula minor,"Penguin, fairy",Henriette,Non-binary,1971-03-11,32,true
Orsay,Vulpes chama,"Fox, cape",Clara,Female,2010-01-17,94,false
Novogornyy,Dicrostonyx groenlandicus,Arctic lemming,Cariotta,Female,2003-04-09,48,true
Lávara,Zosterops pallidus,"White-eye, pale",Geneva,Genderqueer,2009-10-30,93,false
Wonda,Isoodon obesulus,Short-nosed bandicoot,Simone,Female,1990-12-15,91,true
Tagbilaran City,Hymenolaimus malacorhynchus,"Duck, mountain",Egon,Male,1981-04-13,21,true
Bhopālwāla,Columba palumbus,Wood pigeon,Culver,Male,1991-11-30,79,false
Capivari,Boa constrictor mexicana,Mexican boa,Roobbie,Female,1981-12-04,13,false
Brzozów,Francolinus coqui,"Partridge, coqui",Rosana,Female,1978-11-01,34,false
Betim,Phalaropus fulicarius,Grey phalarope,Carlie,Male,2001-01-11,70,true
Tonkino,Phascogale calura,"Phascogale, red-tailed",Emelen,Male,2024-01-07,76,true
Nandulehe,Priodontes maximus,"Armadillo, giant",Phillipp,Genderqueer,2003-09-12,65,false
Karangjaladri,Alouatta seniculus,"Monkey, red howler",Alfie,Agender,1978-07-21,59,true
Paris 02,Uraeginthus angolensis,"Bleu, blue-breasted cordon",Kayne,Male,1983-08-24,57,false
San Jose Village,Ara chloroptera,Red and blue macaw,Trudi,Female,1982-05-10,90,true
Ladysmith,Himantopus himantopus,Black-winged stilt,Laurene,Female,1981-10-07,2,false
Oklahoma City,Macropus agilis,"Wallaby, river",Vikky,Female,2020-05-18,21,true
Katsuura,Lycaon pictus,"Dog, african wild",Jillana,Genderfluid,1983-08-01,21,true
Paranaíba,Mirounga leonina,Southern elephant seal,Dieter,Male,2006-12-13,9,true
Shuangta,Ictalurus furcatus,"Catfish, blue",Louisette,Female,2004-04-04,84,false
Columbus,Pycnonotus nigricans,"Bulbul, african red-eyed",Krisha,Male,2017-09-22,44,false
Wu’an,Zosterops pallidus,Cape white-eye,Jesse,Male,2012-10-21,16,true
Sukhinichi,Lycosa godeffroyi,"Spider, wolf",Myer,Male,2003-01-15,75,false
Paccho,Creagrus furcatus,"Gull, swallow-tail",Janot,Agender,2016-08-30,68,true
Pohonsirih,Sceloporus magister,"Lizard, desert spiny",Lincoln,Male,2014-03-04,7,false
Mandaue City,Trichoglossus haematodus moluccanus,Rainbow lory,Karlee,Female,1977-11-29,81,true
Zalţan,Paraxerus cepapi,Smith's bush squirrel,Chelsey,Female,2021-12-27,77,false
Sioux City,Dusicyon thous,"Zorro, common",Smitty,Male,2011-08-21,31,false
Kotatengah,Ardea golieth,"Heron, goliath",Kristel,Female,1977-08-01,18,false
Sukogunungkrajan,Eunectes sp.,Anaconda (unidentified),Blane,Male,1976-03-10,50,false
Samut Songkhram,Drymarchon corias couperi,Eastern indigo snake,Alexandra,Female,2007-03-17,76,true
Laocheng,Crotalus triseriatus,Dusky rattlesnake,Kelley,Non-binary,1989-12-20,10,true
Jiang’an,Terathopius ecaudatus,"Eagle, bateleur",Renell,Female,2020-07-18,65,true
Guanchi,Canis aureus,"Jackal, golden",Andre,Polygender,1993-05-13,74,true
Ziliang,Colaptes campestroides,Campo flicker,Dotti,Female,1982-01-24,16,false
Lisia Góra,Hippopotamus amphibius,Hippopotamus,Haven,Male,1990-10-12,70,true
Klippan,Canis aureus,Golden jackal,Pauletta,Female,2001-03-01,3,false
Sosnovo-Ozerskoye,Cercopithecus aethiops,Vervet monkey,Kain,Male,2006-10-10,74,false
Solnechnogorsk,Carduelis uropygialis,"Siskin, yellow-rumped",Granville,Male,2021-05-04,93,true
Baiyinnuole,Crotalus cerastes,Horned rattlesnake,Doris,Female,1974-02-24,8,true
Škofljica,Bubo virginianus,"Owl, great horned",Cindy,Female,1987-10-13,92,false
Biguaçu,Felis silvestris lybica,European wild cat,Michel,Female,1978-01-07,61,false
Örnsköldsvik,Ara chloroptera,"Macaw, green-winged",Manon,Female,2013-10-01,47,true
Marne-la-Vallée,Crotalus adamanteus,"Rattlesnake, eastern diamondback",Tomaso,Male,2011-12-16,96,true
Nakanojōmachi,Lasiodora parahybana,Salmon pink bird eater tarantula,Milena,Female,1990-05-18,36,true
Leteki,Paroaria gularis,Black-throated cardinal,Camile,Polygender,2011-12-20,29,true
Puerto Cabezas,Vulpes chama,"Fox, cape",Pall,Male,1979-05-31,97,false
Złoczew,Crocuta crocuta,"Hyena, spotted",Itch,Male,2006-09-08,13,true
Ronggui,Bos taurus,"Cow, scottish highland",Michel,Male,1985-07-19,37,true
Ncue,Propithecus verreauxi,Verreaux's sifaka,Ollie,Genderfluid,2007-06-11,32,true
Cieplice Śląskie Zdrój,Macropus rufogriseus,"Wallaby, red-necked",Modesta,Female,2008-03-05,37,true
Smiths Falls,Gymnorhina tibicen,"Magpie, black-backed",Xylia,Female,1979-09-27,15,true
Starý Bohumín,Haliaetus vocifer,African fish eagle,Fletcher,Male,2011-09-12,82,true
Nago,Nyctereutes procyonoides,Raccoon dog,Brigida,Female,2001-12-15,75,true
Nowy Tomyśl,Ardea cinerea,"Heron, gray",Bethany,Female,1992-11-30,88,true
Jagna,Rana sp.,Frog (unidentified),Mitchel,Male,1982-09-19,100,false
Tippi,Phasianus colchicus,"Pheasant, ring-necked",Nikki,Male,2011-11-24,35,false
Longping,Eutamias minimus,Least chipmunk,Morty,Male,1979-04-17,11,true
Dinājpur,Tachyglossus aculeatus,Australian spiny anteater,Raphaela,Polygender,1986-12-03,24,true
Mao,Amphibolurus barbatus,"Dragon, western bearded",Coletta,Female,1984-12-25,84,true
Rancabugel,Larus novaehollandiae,Silver gull,Andra,Female,1987-12-13,40,false
Babo-Pangulo,Crotaphytus collaris,Collared lizard,Nessy,Non-binary,1985-12-02,82,false
Tchoban Bey,Spheniscus mendiculus,Galapagos penguin,Natal,Male,2020-08-12,57,true
Campos Sales,Graspus graspus,"Crab, red lava",Gawen,Polygender,2008-03-02,7,true
Donskoye,Stercorarius longicausus,"Jaeger, long-tailed",Francois,Male,2018-10-23,65,false
Dongping,Dasyurus viverrinus,"Cat, native",Trish,Female,1986-06-01,99,true
Uppsala,Macropus fuliginosus,"Kangaroo, western grey",Brooke,Male,2002-02-03,36,false
Ollantaytambo,Loxodonta africana,African elephant,Goldia,Female,1970-11-15,87,false
Passos,Canis mesomelas,"Jackal, black-backed",Garald,Genderqueer,1979-11-04,89,true
San Juan de Dios,Raphicerus campestris,Steenbuck,Ozzy,Male,1990-11-28,19,true
Almere Stad,Coendou prehensilis,Prehensile-tailed porcupine,Emmanuel,Male,1988-03-12,44,false
Buenavista,Varanus sp.,Goanna lizard,Ayn,Female,1998-12-12,27,true
Mathba,Paraxerus cepapi,"Squirrel, smith's bush",Cathrine,Female,2008-05-05,42,true
Mieścisko,Cynictis penicillata,"Meerkat, red",Clarissa,Female,2021-11-22,98,false
Donnybrook,Martes americana,American marten,Ernie,Male,1993-04-13,12,true
Saguiaran,Phalacrocorax varius,"Cormorant, pied",Barnabas,Male,2017-02-07,60,true
Carlos Tejedor,Crotalus cerastes,Sidewinder,Hubie,Male,2012-08-12,75,false
Saint John’s,Genetta genetta,Small-spotted genet,Willyt,Female,1977-02-10,65,false
Tene,Eutamias minimus,"Chipmunk, least",Osmond,Male,1977-11-02,22,true
Paris 07,Aonyx cinerea,Small-clawed otter,Doll,Female,2022-05-07,13,false
Houzhai,Vulpes vulpes,Asian red fox,Willis,Male,2005-04-21,47,false
Barisan,Vanellus sp.,Lapwing (unidentified),Blythe,Female,2006-03-25,37,false
Ribeirão,Colaptes campestroides,Field flicker,Sargent,Male,2020-08-28,97,false
Granada,Phoenicopterus ruber,Roseat flamingo,Myra,Female,2024-01-05,94,true
Horní Počaply,Chauna torquata,Crested screamer,Krissie,Female,2003-02-24,47,false
Ranambeling,Pteronura brasiliensis,Giant otter,Robbyn,Female,2020-11-01,99,false
Ledenice,Petaurus norfolcensis,"Glider, squirrel",Helaina,Female,2018-06-24,57,false
Vanáton,Ara chloroptera,Green-winged macaw,Thacher,Male,1981-05-12,20,false
Chimoio,Acanthaster planci,Crown of thorns starfish,Ajay,Female,2010-08-31,2,false
Austin,Aonyx cinerea,Oriental short-clawed otter,Binky,Male,2000-06-20,38,true
Lityn,Oxybelis fulgidus,"Snake, green vine",Kirby,Female,1975-05-10,47,true
Agua Buena,Dicrostonyx groenlandicus,Arctic lemming,Evelyn,Female,1997-07-13,1,false
Wuyahe,Erinaceus frontalis,"Hedgehog, south african",Verile,Female,2005-11-02,41,true
Flandes,Ovis ammon,Argalis,Barty,Male,1976-06-18,95,false
Gombong,Anathana ellioti,Mandras tree shrew,Weylin,Male,2022-03-14,29,true
Kaliuda,Limnocorax flavirostra,"Crake, african black",Lanie,Male,1976-08-02,8,false
Oudtshoorn,Francolinus leucoscepus,Yellow-necked spurfowl,Annabal,Female,1971-12-30,4,true
Qianwei,Streptopelia decipiens,Mourning collared dove,Ethel,Genderfluid,1985-03-16,49,false
Ketapang,Laniaurius atrococcineus,Crimson-breasted shrike,Prent,Male,2011-03-05,79,false
Klokot,Lama guanicoe,Guanaco,Cassandry,Female,1997-01-18,48,false
Menghe,Damaliscus lunatus,Topi,Urbanus,Male,2014-05-25,93,false
Āgaro,Eubalaena australis,"Whale, baleen",Zena,Female,1978-06-02,84,false
Arão,Mellivora capensis,"Badger, honey",Bianca,Female,2022-05-19,46,false
Pau,Fregata magnificans,"Bird, magnificent frigate",Lorette,Female,2008-12-20,36,false
Dongshui,Plectopterus gambensis,"Goose, spur-winged",Dexter,Male,1975-02-13,36,true
Asopós,Charadrius tricollaris,Three-banded plover,Gerrard,Genderfluid,1983-12-07,12,false
Fatikchari,Ctenophorus ornatus,Ornate rock dragon,Brett,Non-binary,1995-04-20,69,false
Ust’-Labinsk,Dicrurus adsimilis,"Drongo, fork-tailed",Lucita,Female,2011-02-26,83,false
Sremska Mitrovica,Galictis vittata,Huron,Cody,Male,1981-05-26,95,true
Heyou,Phasianus colchicus,"Pheasant, ring-necked",Ches,Male,1997-03-19,77,false
Haradok,Dicrostonyx groenlandicus,"Lemming, arctic",Joshua,Male,1972-10-15,45,true
Mintian,Macaca nemestrina,Pig-tailed macaque,Doretta,Female,1989-08-12,77,true
Vavozh,Oryx gazella callotis,Fringe-eared oryx,Lanna,Female,2012-11-05,98,true
Blimbing,Tockus flavirostris,"Hornbill, yellow-billed",Grannie,Male,1982-05-04,25,true
São João do Campo,Macropus agilis,"Wallaby, agile",Skippie,Male,2009-03-22,79,false
Xijiao,Dipodomys deserti,Desert kangaroo rat,Eward,Male,1999-04-02,17,false
Cisalak,Larus dominicanus,"Gull, southern black-backed",Gilburt,Male,1981-11-03,41,false
Koski Tl,unavailable,Ant (unidentified),Pennie,Genderfluid,1974-05-05,42,false
Niimi,Spermophilus tridecemlineatus,"Squirrel, thirteen-lined",Glynn,Male,1987-01-14,77,false
Hermoso Campo,Geochelone elegans,"Tortoise, indian star",Jacquetta,Female,2010-12-17,78,true
Sumurgeneng,Kobus leche robertsi,"Lechwe, kafue flats",Edd,Male,1990-06-17,21,true
Manoc-Manoc,Hymenolaimus malacorhynchus,"Duck, mountain",Megen,Female,2009-03-24,29,false
Medellín,Dendrocitta vagabunda,Rufous tree pie,Valentine,Male,1987-08-24,14,true
Saint-Sauveur,Alopochen aegyptiacus,Egyptian goose,Ertha,Female,2004-03-04,49,true
Agoncillo,Lamprotornis chalybaeus,"Starling, greater blue-eared",Fonz,Male,2004-04-08,100,true
Oklahoma City,Ovis ammon,"Sheep, red",Louie,Male,1999-12-06,62,true
Zdíkov,Pelecans onocratalus,Great white pelican,Louisette,Female,2018-11-24,19,false
Estefania,Dicrostonyx groenlandicus,Arctic lemming,Erena,Female,2013-02-09,12,false
Las Palmas,Tockus erythrorhyncus,Red-billed hornbill,Kipp,Male,1998-06-02,81,true
Soho,Crotaphytus collaris,Collared lizard,Sheena,Female,2005-07-17,86,true
Narsingdi,Alcelaphus buselaphus cokii,"Hartebeest, coke's",Cornelia,Female,1997-05-25,36,true
Lakinsk,Scolopax minor,American woodcock,Joye,Female,2023-12-13,27,false
Wuxi,Platalea leucordia,European spoonbill,Melinda,Female,1982-01-10,20,false
Atafu Village,Varanus salvator,"Legaan, water",Silvia,Female,1992-02-07,66,true
Lushuihe,Sceloporus magister,"Lizard, desert spiny",Stearne,Male,2010-11-06,69,false
Lubomierz,Phoenicopterus ruber,"Flamingo, roseat",Ricki,Female,1977-12-18,44,false
Zaleszany,unavailable,Savannah deer (unidentified),Shadow,Male,1993-11-22,65,false
Sabang,Neophoca cinerea,"Lion, australian sea",Mariquilla,Female,1990-06-07,48,true
Khiwa,Lutra canadensis,"Otter, canadian river",Alvan,Male,1997-06-12,88,false
Kubangkondang,Grus rubicundus,"Crane, brolga",Garik,Male,1980-07-11,3,false
Nambalan,Corvus brachyrhynchos,American crow,Merv,Male,1999-08-30,45,false
Mekarsari,Phaethon aethereus,Red-billed tropic bird,Amalea,Female,1979-08-25,21,false
Nishiwaki,Phoca vitulina,"Seal, common",Scarlet,Female,2023-03-04,9,true
Tianqian,Balearica pavonina,Black-crowned crane,Saxon,Male,2009-07-15,73,false
Rawa,Branta canadensis,"Goose, canada",Carly,Male,1982-10-25,19,false
Sabanitas,Phascogale calura,"Phascogale, red-tailed",Talyah,Female,1970-01-02,17,false
Sabana Iglesia,Charadrius tricollaris,Three-banded plover,Antonietta,Female,2007-03-30,92,false
Xuedian,Gymnorhina tibicen,"Magpie, black-backed",Ali,Male,1973-12-25,47,true
Wamba,Dasyurus maculatus,Spotted-tailed quoll,Felita,Female,1989-09-11,29,true
Skomlin,Petaurus breviceps,"Glider, sugar",Templeton,Male,1974-09-16,97,true
Ḩalḩūl,Porphyrio porphyrio,"Moorhen, purple",Hanson,Male,1991-05-02,87,false
Dongxiang,Choloepus hoffmani,"Sloth, two-toed",Linoel,Non-binary,2011-03-06,73,true
Kotanopan,Macropus giganteus,"Kangaroo, eastern grey",Karel,Female,2018-11-18,92,false
Khorramdarreh,Pelecans onocratalus,Eastern white pelican,Brigham,Polygender,2022-04-14,82,true
Bacolod,Melanerpes erythrocephalus,Red-headed woodpecker,Dani,Female,1991-11-02,79,false
Solntsevo,Spermophilus tridecemlineatus,Thirteen-lined squirrel,Caz,Agender,1994-12-24,36,false
Gostilitsy,Macaca fuscata,"Macaque, japanese",Gerik,Polygender,1973-08-05,43,true
Dongchuan,Procyon cancrivorus,"Raccoon, crab-eating",Anneliese,Polygender,1977-03-22,11,false
Zastávka,Uraeginthus granatina,"Grenadier, common",Georgina,Female,2012-03-29,34,false
Québec,Coluber constrictor foxii,Blue racer,Claudell,Male,1991-06-02,12,true
Żabieniec,Pseudocheirus peregrinus,Common ringtail,Raymond,Male,1983-06-20,82,true
Funga,Eunectes sp.,Anaconda (unidentified),Lanny,Male,1978-03-10,57,true
Kalynivka,Paradoxurus hermaphroditus,"Cat, toddy",Sebastian,Male,1975-06-13,25,false
Çobansığnaq,Charadrius tricollaris,Three-banded plover,Rhys,Male,2000-11-04,40,false
Kunčina,Felis libyca,Cape wild cat,Lindsey,Male,1990-06-18,54,false
Baiyang,Ephipplorhynchus senegalensis,Saddle-billed stork,Miltie,Genderqueer,1994-10-01,47,true
Pakokku,Eira barbata,Tayra,Pauli,Female,2016-12-30,90,true
Verin Dvin,Felis concolor,"Lion, mountain",Nelly,Female,2004-06-14,80,false
Mýki,Corvus brachyrhynchos,American crow,Basile,Male,2012-01-30,60,true
Drummondville,Agkistrodon piscivorus,Water moccasin,Isabel,Female,1984-09-20,12,true
Krapina,Gymnorhina tibicen,Black-backed magpie,Chrissie,Male,1972-11-20,91,true
Bintang,Tamandua tetradactyla,"Tamandua, southern",Mirabelle,Female,1993-02-09,34,true
Cové,Sceloporus magister,"Lizard, desert spiny",Matthew,Male,2006-08-28,39,false
Ciherang,Cacatua tenuirostris,Long-billed cockatoo,Des,Male,2023-10-10,28,true
Santa Fe,Dasypus septemcincus,"Armadillo, seven-banded",Barth,Male,1992-07-13,47,true
Qiaodong,Cercopithecus aethiops,Vervet monkey,Lulita,Female,1991-05-07,15,true
Stýpsi,Paraxerus cepapi,African bush squirrel,Iggy,Male,1981-09-16,3,true
Huntington,Colobus guerza,White-mantled colobus,Karilynn,Female,1980-11-21,48,false
Enshi,Ursus arctos,Grizzly bear,Lammond,Male,2010-05-11,20,true
Barbacoas,Naja sp.,Cobra (unidentified),Abramo,Male,1983-11-02,14,true
Skövde,Phalaropus fulicarius,"Phalarope, grey",Nero,Male,1974-03-27,49,false
Bayan Hot,Spizaetus coronatus,Crowned hawk-eagle,Justino,Polygender,1989-07-25,92,false
Tân Việt,Alopex lagopus,"Fox, blue",Franny,Male,1998-08-23,24,false
Kampungsusah,Lepus arcticus,"Hare, arctic",Thadeus,Male,1976-10-12,94,true
Xiangrong,Acrobates pygmaeus,"Glider, feathertail",Rich,Male,2007-02-23,93,true
Baishan,Stenella coeruleoalba,Striped dolphin,Phedra,Female,2019-02-04,30,false
Zastron,Eutamias minimus,"Chipmunk, least",Terrijo,Female,1989-04-27,8,false
Bailieborough,Porphyrio porphyrio,Purple moorhen,Mischa,Male,1975-06-03,2,true
Huji,Coluber constrictor,"Racer, american",Ofella,Female,2010-07-26,100,true
Donostia-San Sebastian,Aonyx capensis,"Otter, african clawless",Haydon,Non-binary,2015-01-06,92,true
Sawo,Macropus fuliginosus,"Kangaroo, black-faced",Elna,Polygender,2022-04-04,70,true
Zongga,Corvus brachyrhynchos,House crow,Jeramie,Male,2014-03-01,73,true
Nato,Dasyurus viverrinus,"Cat, native",Isadora,Female,1992-02-17,57,false
Diamante,Francolinus leucoscepus,Yellow-necked spurfowl,Kristen,Female,1994-01-10,22,false
Yujia’ao,Petaurus norfolcensis,"Glider, squirrel",Beau,Male,2000-11-03,50,true
Kihangara,Anastomus oscitans,"Stork, openbill",Marielle,Female,2011-12-10,92,true
Sanjiang,Stercorarius longicausus,Long-tailed skua,Isac,Male,2012-11-27,83,true
Cork,Francolinus swainsonii,Swainson's francolin,Goran,Male,1998-08-08,15,true
Żabnica,Chelodina longicollis,Snake-necked turtle,Wenda,Female,2008-12-14,46,true
Jiangshan,Equus hemionus,"Ass, asiatic wild",Kelvin,Male,1980-12-18,100,true
Dashahe,Ictalurus furcatus,Blue catfish,Claus,Agender,2000-10-10,13,false
Nacka,Chauna torquata,Crested screamer,Ewart,Male,1985-01-18,7,false
Fria,Boa caninus,"Boa, emerald green tree",Filia,Female,1979-05-12,49,false
Angered,Callipepla gambelii,"Quail, gambel's",Rustie,Male,1994-02-07,91,true
Pyrzyce,Chauna torquata,"Screamer, crested",Syd,Male,1974-07-16,73,false
Yotsukaidō,Lepilemur rufescens,"Lemur, sportive",Beverlee,Female,1987-01-02,22,true
Prince Albert,Acanthaster planci,"Starfish, crown of thorns",Jabez,Male,2006-08-01,51,true
Shezhu,Cervus elaphus,"Deer, red",Vern,Male,1985-07-23,15,false
Keputran,Ctenophorus ornatus,"Dragon, ornate rock",Yoko,Female,1973-02-26,15,true
Tarauacá,Semnopithecus entellus,Gray langur,Ansley,Female,1982-06-07,30,false
Macari,Phalacrocorax niger,Javanese cormorant,King,Male,1986-06-30,77,false
Beaung Tengah,Porphyrio porphyrio,"Moorhen, purple",Renault,Male,1987-11-11,47,false
Funtua,Parus atricapillus,"Chickadee, black-capped",Pauly,Female,1971-02-09,73,true
Kičevo,Dendrocitta vagabunda,Rufous tree pie,Bax,Male,2015-02-15,16,false
Brisbane,Oncorhynchus nerka,"Salmon, sockeye",Gabbie,Male,2003-07-16,23,true
Dinājpur,Dendrocitta vagabunda,Rufous tree pie,Blinni,Female,2008-06-22,59,false
Bofuer,Castor canadensis,North American beaver,Adel,Female,2015-04-01,16,true
Sosnovka,Milvago chimachima,"Caracara, yellow-headed",Gayel,Female,1995-02-16,7,false
Chaodi,Nycticorax nycticorax,Black-crowned night heron,Dannie,Male,1984-03-18,81,true
Tílisos,Procyon lotor,"Raccoon, common",Layton,Male,2011-11-06,40,true
Normandin,Melursus ursinus,Sloth bear,Teador,Male,1971-04-09,100,false
Bodø,Erinaceus frontalis,South African hedgehog,Mackenzie,Male,1985-07-04,35,false
Mieścisko,Colobus guerza,"Colobus, black and white",Minne,Bigender,1972-01-13,37,false
Guihuaquan,Haematopus ater,Black curlew,Florina,Female,1997-08-12,93,false
Dunhao,Herpestes javanicus,Javan gold-spotted mongoose,April,Female,2010-11-15,21,true
Changping,Acrantophis madagascariensis,Eastern boa constrictor,Ario,Male,2017-04-21,28,false
Fushi,Anastomus oscitans,"Stork, openbill",Gerardo,Male,1998-07-28,5,false
Colima,unavailable,Python (unidentified),Way,Male,1987-07-09,99,true
Luklukan,Sula nebouxii,Blue-footed booby,Marnie,Female,2017-12-15,56,true
Karlskoga,unavailable,Old world fruit bat (unidentified),Jacques,Male,2002-02-27,69,true
Ta`ū,Lycaon pictus,African wild dog,Bridie,Female,1981-12-02,62,false
Tamaulipas,Dasyurus maculatus,"Cat, tiger",Dacy,Genderqueer,2020-03-18,3,false
Koronowo,Phasianus colchicus,"Pheasant, common",Auberon,Male,1983-05-24,87,false
Khotynets,Laniaurius atrococcineus,Burchell's gonolek,Arri,Male,1989-05-10,42,false
Halle,Psophia viridis,Dark-winged trumpeter,Josh,Male,2009-05-06,51,false
Kesha,Ardea cinerea,"Heron, gray",Kattie,Female,1973-07-17,69,true
Pingdingbu,Capreolus capreolus,"Deer, roe",Doy,Male,1984-09-07,78,false
Arari,Felis chaus,Jungle cat,Annalise,Female,2011-06-12,28,true
Sumenep,Colobus guerza,White-mantled colobus,Viviene,Bigender,1998-03-19,20,false
Condoroma,Bugeranus caruncalatus,Wattled crane,Marianna,Female,1988-06-01,86,false
Petropavlovsk,Megaderma spasma,"Bat, asian false vampire",Della,Female,2000-11-05,69,true
Guardizela,Francolinus coqui,Coqui partridge,Gherardo,Male,1975-03-01,72,true
Si Ma Cai,Pterocles gutturalis,Yellow-throated sandgrouse,Risa,Female,1983-02-26,70,true
Kopychyntsi,Nyctea scandiaca,Snowy owl,Kirby,Female,2016-03-06,20,true
Richibucto,Pan troglodytes,Chimpanzee,Johnath,Female,1985-02-18,95,true
Aeka,Columba livia,"Dove, rock",Wilmette,Female,2019-08-07,73,true
Francistown,Rhea americana,"Rhea, gray",Darn,Male,2008-03-20,44,false
Xingdian,Felis concolor,South American puma,Elena,Non-binary,1977-12-12,22,false
Lin’an,Damaliscus dorcas,Blesbok,Carroll,Genderqueer,2019-04-18,9,true
Khao Yoi,Lamprotornis superbus,"Starling, superb",Dud,Male,1984-09-12,97,false
Pag-asa,Colobus guerza,Guerza,Wilhelm,Male,2020-05-23,56,true
Tondabayashichō,Redunca redunca,"Reedbuck, bohor",Toddie,Male,2000-07-13,26,false
Kertorejo,Ceratotherium simum,White rhinoceros,Robin,Female,1981-08-16,45,true
Philadelphia,Stercorarius longicausus,Long-tailed jaeger,Rollin,Male,2005-07-25,71,false
Riangwale,Ara macao,Scarlet macaw,Eb,Male,2007-12-01,82,true
Walnut Grove,Aegypius tracheliotus,Black vulture,Felicio,Male,1999-04-07,29,true
Sevaster,Phalacrocorax carbo,"Cormorant, great",Lalo,Male,2021-01-25,40,true
